home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,home_goals,away_goals,Attendance,Venue,Officials,Date,Score,Referee,Notes,Round,Host,Year,winner
Scotland,Morocco,0,NA,NA,3,NA,NA,Craig Brown,NA,Henri Michel,NA,Craig Burley · 53,Salaheddine Bassir · 23|Abdeljalil Hadda · 47|Salaheddine Bassir · 85,36000,"Stade Geoffroy-Guichard, Saint-Étienne",NA,1998-06-23,0–3,NA,NA,Group stage,France,1998,Morocco
Colombia,Tunisia,1,NA,NA,0,NA,NA,Hernán Darío Gómez,NA,Henryk Kasperczak,NA,Léider Preciado · 83,NA,35500,"Stade de la Mosson, Montpellier",NA,1998-06-22,1–0,NA,NA,Group stage,France,1998,Colombia
Romania,England,2,NA,NA,1,NA,NA,Anghel Iordănescu,NA,Glenn Hoddle,NA,Viorel Moldovan · 47|Dan Petrescu · 90,Michael Owen · 83,33140,"Stadium Municipal, Toulouse",NA,1998-06-22,2–1,NA,NA,Group stage,France,1998,Romania
Germany,FR Yugoslavia,2,NA,NA,2,NA,NA,Berti Vogts,NA,Slobodan Santrač,NA,Siniša Mihajlović (OG) · 72|Oliver Bierhoff · 80,Predrag Mijatović · 13|Dragan Stojković · 54,41275,"Stade Bollaert-Delelis, Lens",NA,1998-06-21,2–2,NA,NA,Group stage,France,1998,Draw
Argentina,Jamaica,5,NA,NA,0,NA,NA,Daniel Passarella,NA,René Simões,NA,Ariel Ortega · 32|Ariel Ortega · 55|Gabriel Batistuta · 72|Gabriel Batistuta · 79|Gabriel Batistuta (P) · 83,Darryl Powell · 45,45500,"Parc des Princes, Paris",NA,1998-06-21,5–0,NA,NA,Group stage,France,1998,Argentina
United States,IR Iran,1,NA,NA,2,NA,NA,Steve Sampson,NA,Jalal Talebi,NA,Brian McBride · 87,Hamid Estili · 40|Mehdi Mahdavikia · 84,43300,"Matmut Stadium de Gerland, Lyon",NA,1998-06-21,1–2,NA,NA,Group stage,France,1998,IR Iran
Japan,Croatia,0,NA,NA,1,NA,NA,Takeshi Okada,NA,Miroslav Blažević,NA,NA,Davor Šuker · 77,35500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",NA,1998-06-20,0–1,NA,NA,Group stage,France,1998,Croatia
Belgium,Mexico,2,NA,NA,2,NA,NA,Georges Leekens,NA,Manuel Lapuente,NA,Marc Wilmots · 43|Marc Wilmots · 47|Gert Verheyen · 54,Pável Pardo · 28|Alberto García Aspe (P) · 55|Carlos Blanco · 62,31800,"Stade Jacques Chaban-Delmas, Bordeaux",NA,1998-06-20,2–2,NA,NA,Group stage,France,1998,Draw
Netherlands,Korea Republic,5,NA,NA,0,NA,NA,Guus Hiddink,NA,Cha Bum-kun,NA,Phillip Cocu · 38|Marc Overmars · 42|Dennis Bergkamp · 71|Pierre van Hooijdonk · 80|Ronald de Boer · 83,NA,55000,"Orange Vélodrome, Marseille",NA,1998-06-20,5–0,NA,NA,Group stage,France,1998,Netherlands
Nigeria,Bulgaria,1,NA,NA,0,NA,NA,Bora Milutinović,NA,Hristo Bonev,NA,Victor Ikpeba · 26,NA,48000,"Parc des Princes, Paris",NA,1998-06-19,1–0,NA,NA,Group stage,France,1998,Nigeria
Spain,Paraguay,0,NA,NA,0,NA,NA,Javier Clemente,NA,Paulo César Carpegiani,NA,NA,NA,36000,"Stade Geoffroy-Guichard, Saint-Étienne",NA,1998-06-19,0–0,NA,NA,Group stage,France,1998,Draw
South Africa,Denmark,1,NA,NA,1,NA,NA,Philippe Troussier,NA,Bo Johansson,NA,Benni McCarthy · 52|Alfred Phiri · 68,Allan Nielsen · 13|Miklos Molnar · 66|Morten Wieghorst · 85,33500,"Stadium Municipal, Toulouse",NA,1998-06-18,1–1,NA,NA,Group stage,France,1998,Draw
France,Saudi Arabia,4,NA,NA,0,NA,NA,Aimé Jacquet,NA,Carlos Alberto Parreira,NA,Thierry Henry · 36|David Trezeguet · 68|Zinédine Zidane · 71|Thierry Henry · 77|Bixente Lizarazu · 85,Mohammed Al Khilaiwi · 19,80000,"Stade de France, Paris",NA,1998-06-18,4–0,NA,NA,Group stage,France,1998,France
Chile,Austria,1,NA,NA,1,NA,NA,Nelson Acosta,NA,Herbert Prohaska,NA,Marcelo Salas · 70,Ivica Vastić · 90,36000,"Stade Geoffroy-Guichard, Saint-Étienne",NA,1998-06-17,1–1,NA,NA,Group stage,France,1998,Draw
Italy,Cameroon,3,NA,NA,0,NA,NA,Cesare Maldini,NA,Claude Le Roy,NA,Luigi Di Biagio · 7|Christian Vieri · 75|Christian Vieri · 89,Raymond Kalla · 42,35500,"Stade de la Mosson, Montpellier",NA,1998-06-17,3–0,NA,NA,Group stage,France,1998,Italy
Scotland,Norway,1,NA,NA,1,NA,NA,Craig Brown,NA,Egil Olsen,NA,Craig Burley · 66,Håvard Flo · 46,31800,"Stade Jacques Chaban-Delmas, Bordeaux",NA,1998-06-16,1–1,NA,NA,Group stage,France,1998,Draw
Brazil,Morocco,3,NA,NA,0,NA,NA,Mário Zagallo,NA,Henri Michel,NA,Ronaldo · 9|Rivaldo · 45|Bebeto · 50,NA,38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",NA,1998-06-16,3–0,NA,NA,Group stage,France,1998,Brazil
England,Tunisia,2,NA,NA,0,NA,NA,Glenn Hoddle,NA,Henryk Kasperczak,NA,Alan Shearer · 43|Paul Scholes · 89,NA,54587,"Orange Vélodrome, Marseille",NA,1998-06-15,2–0,NA,NA,Group stage,France,1998,England
Romania,Colombia,1,NA,NA,0,NA,NA,Anghel Iordănescu,NA,Hernán Darío Gómez,NA,Adrian Ilie · 45,NA,43300,"Matmut Stadium de Gerland, Lyon",NA,1998-06-15,1–0,NA,NA,Group stage,France,1998,Romania
Germany,United States,2,NA,NA,0,NA,NA,Berti Vogts,NA,Steve Sampson,NA,Andreas Möller · 9|Jürgen Klinsmann · 65,NA,49000,"Parc des Princes, Paris",NA,1998-06-15,2–0,NA,NA,Group stage,France,1998,Germany
Argentina,Japan,1,NA,NA,0,NA,NA,Daniel Passarella,NA,Takeshi Okada,NA,Gabriel Batistuta · 28,NA,33500,"Stadium Municipal, Toulouse",NA,1998-06-14,1–0,NA,NA,Group stage,France,1998,Argentina
FR Yugoslavia,IR Iran,1,NA,NA,0,NA,NA,Slobodan Santrač,NA,Jalal Talebi,NA,Siniša Mihajlović · 73,NA,36000,"Stade Geoffroy-Guichard, Saint-Étienne",NA,1998-06-14,1–0,NA,NA,Group stage,France,1998,FR Yugoslavia
Jamaica,Croatia,1,NA,NA,3,NA,NA,René Simões,NA,Miroslav Blažević,NA,Robbie Earle · 45,Mario Stanić · 27|Robert Prosinečki · 53|Davor Šuker · 69,38100,"Stade Bollaert-Delelis, Lens",NA,1998-06-14,1–3,NA,NA,Group stage,France,1998,Croatia
Spain,Nigeria,2,NA,NA,3,NA,NA,Javier Clemente,NA,Bora Milutinović,NA,Fernando Hierro · 21|Raúl · 47,Mutiu Adepoju · 24|Andoni Zubizarreta (OG) · 73|Sunday Oliseh · 78,38000,"Stade de la Beaujoire - Louis Fonteneau, Nantes",NA,1998-06-13,2–3,NA,NA,Group stage,France,1998,Nigeria
Korea Republic,Mexico,1,NA,NA,3,NA,NA,Cha Bum-kun,NA,Manuel Lapuente,NA,Ha Seok-ju · 28|Ha Seok-ju · 30,Ricardo Peláez · 51|Luis Hernández · 74|Luis Hernández · 84,39100,"Matmut Stadium de Gerland, Lyon",NA,1998-06-13,1–3,NA,NA,Group stage,France,1998,Mexico
Netherlands,Belgium,0,NA,NA,0,NA,NA,Guus Hiddink,NA,Georges Leekens,NA,Patrick Kluivert · 82,NA,77000,"Stade de France, Paris",NA,1998-06-13,0–0,NA,NA,Group stage,France,1998,Draw
Paraguay,Bulgaria,0,NA,NA,0,NA,NA,Paulo César Carpegiani,NA,Hristo Bonev,NA,NA,Anatoli Nankov · 87,27650,"Stade de la Mosson, Montpellier",NA,1998-06-12,0–0,NA,NA,Group stage,France,1998,Draw
Saudi Arabia,Denmark,0,NA,NA,1,NA,NA,Carlos Alberto Parreira,NA,Bo Johansson,NA,NA,Marc Rieper · 69,38100,"Stade Bollaert-Delelis, Lens",NA,1998-06-12,0–1,NA,NA,Group stage,France,1998,Denmark
France,South Africa,3,NA,NA,0,NA,NA,Aimé Jacquet,NA,Philippe Troussier,NA,Christophe Dugarry · 34|Pierre Issa (OG) · 77|Thierry Henry · 90,NA,55000,"Orange Vélodrome, Marseille",NA,1998-06-12,3–0,NA,NA,Group stage,France,1998,France
Italy,Chile,2,NA,NA,2,NA,NA,Cesare Maldini,NA,Nelson Acosta,NA,Christian Vieri · 10|Roberto Baggio (P) · 85,Marcelo Salas · 45|Marcelo Salas · 49,35200,"Stade Jacques Chaban-Delmas, Bordeaux",NA,1998-06-11,2–2,NA,NA,Group stage,France,1998,Draw
Cameroon,Austria,1,NA,NA,1,NA,NA,Claude Le Roy,NA,Herbert Prohaska,NA,Pierre Njanka · 77,Toni Polster · 90,36500,"Stadium Municipal, Toulouse",NA,1998-06-11,1–1,NA,NA,Group stage,France,1998,Draw
Brazil,Scotland,2,NA,NA,1,NA,NA,Mário Zagallo,NA,Craig Brown,NA,César Sampaio · 5|Tom Boyd (OG) · 73,John Collins (P) · 38,80000,"Stade de France, Paris",NA,1998-06-10,2–1,NA,NA,Group stage,France,1998,Brazil
Morocco,Norway,2,NA,NA,2,NA,NA,Henri Michel,NA,Egil Olsen,NA,Mustapha Hadji · 38|Abdeljalil Hadda · 59,Youssef Chippo (OG) · 45|Dan Eggen · 60,29750,"Stade de la Mosson, Montpellier",NA,1998-06-10,2–2,NA,NA,Group stage,France,1998,Draw
Brazil,Italy,0,NA,3,0,NA,2,Carlos Alberto Parreira,Dunga,Arrigo Sacchi,Franco Baresi,NA,NA,94194,"Rose Bowl, Los Angeles",Sandor Puhl (Referee) · Venancio Zarate (AR1) · Mohammad Fanaei (AR2),1994-07-17,(3) 0–0 (2),Sandor Puhl,Brazil won on penalty kicks following extra time,Final,United States,1994,Draw
Sweden,Bulgaria,4,NA,NA,0,NA,NA,Tommy Svensson,Roland Nilsson,Dimitar Penev,Borislav Mikhailov,Tomas Brolin · 8|Håkan Mild · 30|Henrik Larsson · 37|Kennet Andersson · 40,NA,91500,"Rose Bowl, Los Angeles",Ali Bujsaim (Referee) · El Jilali Mohamed Rharib (AR1) · Ernesto Taibi (AR2),1994-07-16,4–0,Ali Bujsaim,NA,Third-place match,United States,1994,Sweden
Bulgaria,Italy,1,NA,NA,2,NA,NA,Dimitar Penev,Borislav Mikhailov,Arrigo Sacchi,Paolo Maldini,Hristo Stoichkov (P) · 44,Roberto Baggio · 21|Roberto Baggio · 25,74110,"Giants Stadium, New York/New Jersey",Joel Quiniou (Referee) · Carl-Johan Meyer Christensen (AR1) · Roy Pearson (AR2),1994-07-13,1–2,Joel Quiniou,NA,Semi-finals,United States,1994,Italy
Sweden,Brazil,0,NA,NA,1,NA,NA,Tommy Svensson,Jonas Thern,Carlos Alberto Parreira,Dunga,Jonas Thern · 63,Romário · 80,91856,"Rose Bowl, Los Angeles",Jose Joaquin Torres Cadena (Referee) · Sandor Marton (AR1) · Luc Matthys (AR2),1994-07-13,0–1,Jose Joaquin Torres Cadena,NA,Semi-finals,United States,1994,Brazil
Bulgaria,Germany,2,NA,NA,1,NA,NA,Dimitar Penev,Borislav Mikhailov,Berti Vogts,Lothar Matthäus,Hristo Stoichkov · 75|Yordan Letchkov · 78,Lothar Matthäus (P) · 47,72000,"Giants Stadium, New York/New Jersey",Jose Joaquin Torres Cadena (Referee) · Venancio Zarate (AR1) · Sandor Marton (AR2),1994-07-10,2–1,Jose Joaquin Torres Cadena,NA,Quarter-finals,United States,1994,Bulgaria
Romania,Sweden,2,NA,4,2,NA,5,Anghel Iordanescu,Gheorghe Hagi,Tommy Svensson,Roland Nilsson,Florin Răducioiu · 88|Florin Răducioiu · 101,Tomas Brolin · 78|Stefan Schwarz · 101|Kennet Andersson · 115,83500,"Stanford Stadium, San Francisco",Philip Don (Referee) · Roy Pearson (AR1) · Hae-Yong Park (AR2),1994-07-10,(4) 2–2 (5),Philip Don,Sweden won on penalty kicks following extra time,Quarter-finals,United States,1994,Draw
Italy,Spain,2,NA,NA,1,NA,NA,Arrigo Sacchi,Paolo Maldini,Javier Clemente,Andoni Zubizarreta,Dino Baggio · 25|Roberto Baggio · 88,José Luis Caminero · 58,53400,"Foxboro Stadium, Boston",Sandor Puhl (Referee) · Gordon Dunster (AR1) · Luc Matthys (AR2),1994-07-09,2–1,Sandor Puhl,NA,Quarter-finals,United States,1994,Italy
Netherlands,Brazil,2,NA,NA,3,NA,NA,Dick Advocaat,Ronald Koeman,Carlos Alberto Parreira,Dunga,Dennis Bergkamp · 64|Aron Winter · 76,Romário · 53|Bebeto · 63|Branco · 81,63500,"Cotton Bowl, Dallas",Rodrigo Badilla (Referee) · Yousif Abdulla Al Ghattan (AR1) · Mohammad Fanaei (AR2),1994-07-09,2–3,Rodrigo Badilla,NA,Quarter-finals,United States,1994,Brazil
Nigeria,Italy,1,NA,NA,2,NA,NA,Clemens Westerhof,Peter Rufai,Arrigo Sacchi,Paolo Maldini,Emmanuel Amunike · 25,Gianfranco Zola · 75|Roberto Baggio · 88|Roberto Baggio (P) · 102,54367,"Foxboro Stadium, Boston",Arturo Brizio Carter (Referee) · Ernesto Taibi (AR1) · Venancio Zarate (AR2),1994-07-05,1–2,Arturo Brizio Carter,Required Extra Time,Round of 16,United States,1994,Italy
Mexico,Bulgaria,1,NA,1,1,NA,3,Miguel Mejia Baron,Ignacio Ambríz,Dimitar Penev,Borislav Mikhailov,Alberto García Aspe (P) · 18|Luis García Postigo · 57,Hristo Stoichkov · 6|Emil Kremenliev · 50,71030,"Giants Stadium, New York/New Jersey",Jamal Al Sharif (Referee) · Mohammad Fanaei (AR1) · Yousif Abdulla Al Ghattan (AR2),1994-07-05,(1) 1–1 (3),Jamal Al Sharif,Bulgaria won on penalty kicks following extra time,Round of 16,United States,1994,Draw
Netherlands,Republic of Ireland,2,NA,NA,0,NA,NA,Dick Advocaat,Ronald Koeman,Jack Charlton,Andy Townsend,Dennis Bergkamp · 11|Wim Jonk · 41,NA,61355,"Citrus Bowl, Orlando",Peter Mikkelsen (Referee) · Gordon Dunster (AR1) · Eugene Brazzale (AR2),1994-07-04,2–0,Peter Mikkelsen,NA,Round of 16,United States,1994,Netherlands
Brazil,United States,1,NA,NA,0,NA,NA,Carlos Alberto Parreira,Dunga,Bora Milutinovic,Tony Meola,Leonardo Araújo · 43|Bebeto · 72,Fernando Clavijo · 85,84147,"Stanford Stadium, San Francisco",Joel Quiniou (Referee) · Hae-Yong Park (AR1) · Mikael Everstig (AR2),1994-07-04,1–0,Joel Quiniou,NA,Round of 16,United States,1994,Brazil
Saudi Arabia,Sweden,1,NA,NA,3,NA,NA,Jorge Solari,Mohamed Al-Jawad,Tommy Svensson,Jonas Thern,Fahad Al-Ghesheyan · 85,Martin Dahlin · 6|Kennet Andersson · 51|Kennet Andersson · 88,60277,"Cotton Bowl, Dallas",Renato Marsiglia (Referee) · Paulo Jorge Alves (AR1) · Raimundo Calix Garcia (AR2),1994-07-03,1–3,Renato Marsiglia,NA,Round of 16,United States,1994,Sweden
Romania,Argentina,3,NA,NA,2,NA,NA,Anghel Iordanescu,Gheorghe Hagi,Alfio Basile,Oscar Ruggeri,Ilie Dumitrescu · 11|Ilie Dumitrescu · 18|Gheorghe Hagi · 58,Gabriel Batistuta (P) · 16|Abel Balbo · 75,90469,"Rose Bowl, Los Angeles",Pierluigi Pairetto (Referee) · Domenico Ramicone (AR1) · Luc Matthys (AR2),1994-07-03,3–2,Pierluigi Pairetto,NA,Round of 16,United States,1994,Romania
Germany,Belgium,3,NA,NA,2,NA,NA,Berti Vogts,Lothar Matthäus,Paul Van Himst,Georges Grün,Rudi Völler · 6|Jürgen Klinsmann · 11|Rudi Völler · 40,Georges Grün · 8|Philippe Albert · 90,60246,"Soldier Field, Chicago",Kurt Roethlisberger (Referee) · Michal Listkiewicz (AR1) · Carl-Johan Meyer Christensen (AR2),1994-07-02,3–2,Kurt Roethlisberger,NA,Round of 16,United States,1994,Germany
Spain,Switzerland,3,NA,NA,0,NA,NA,Javier Clemente,Andoni Zubizarreta,Roy Hodgson,Alain Geiger,Fernando Hierro · 15|Luis Enrique · 74|Txiki Begiristain (P) · 86,NA,53121,"RFK Stadium, Washington Dc",Mario Van Der Ende (Referee) · Jan Dolstra (AR1) · Sandor Marton (AR2),1994-07-02,3–0,Mario Van Der Ende,NA,Round of 16,United States,1994,Spain
Greece,Nigeria,0,NA,NA,2,NA,NA,Alkis Panagoulias,Tasos Mitropoulos,Clemens Westerhof,Stephen Keshi,NA,Finidi George · 45|Daniel Amokachi · 90,53001,"Foxboro Stadium, Boston",Leslie Mottram (Referee) · Hae-Yong Park (AR1) · Paulo Jorge Alves (AR2),1994-06-30,0–2,Leslie Mottram,NA,Group stage,United States,1994,Nigeria
Argentina,Bulgaria,0,NA,NA,2,NA,NA,Alfio Basile,Oscar Ruggeri,Dimitar Penev,Borislav Mikhailov,NA,Hristo Stoichkov · 61|Tsanko Tsvetanov · 67|Nasko Sirakov · 90,63998,"Cotton Bowl, Dallas",Neji Jouini (Referee) · Tapio Yli-Karro (AR1) · El Jilali Mohamed Rharib (AR2),1994-06-30,0–2,Neji Jouini,NA,Group stage,United States,1994,Bulgaria
Morocco,Netherlands,1,NA,NA,2,NA,NA,Abdellah Blinda,Tahar El Khalej,Dick Advocaat,Ronald Koeman,Hassan Nader · 47,Dennis Bergkamp · 43|Bryan Roy · 77,60578,"Citrus Bowl, Orlando",Alberto Tejada Noriega (Referee) · Venancio Zarate (AR1) · Mikael Everstig (AR2),1994-06-29,1–2,Alberto Tejada Noriega,NA,Group stage,United States,1994,Netherlands
Belgium,Saudi Arabia,0,NA,NA,1,NA,NA,Paul Van Himst,Enzo Scifo,Jorge Solari,Majed Abdullah,NA,Saeed Al-Owairan · 5,52959,"RFK Stadium, Washington Dc",Hellmut Krug (Referee) · Eugene Brazzale (AR1) · Ernesto Taibi (AR2),1994-06-29,0–1,Hellmut Krug,NA,Group stage,United States,1994,Saudi Arabia
Italy,Mexico,1,NA,NA,1,NA,NA,Arrigo Sacchi,Paolo Maldini,Miguel Mejia Baron,Ignacio Ambríz,Daniele Massaro · 48,Marcelino Bernal · 57,52535,"RFK Stadium, Washington Dc",Francisco Oscar Lamolina (Referee) · Ernesto Taibi (AR1) · Eugene Brazzale (AR2),1994-06-28,1–1,Francisco Oscar Lamolina,NA,Group stage,United States,1994,Draw
Republic of Ireland,Norway,0,NA,NA,0,NA,NA,Jack Charlton,Andy Townsend,Egil Olsen,Rune Bratseth,NA,NA,72404,"Giants Stadium, New York/New Jersey",Jose Joaquin Torres Cadena (Referee) · Paulo Jorge Alves (AR1) · Hae-Yong Park (AR2),1994-06-28,0–0,Jose Joaquin Torres Cadena,NA,Group stage,United States,1994,Draw
Russia,Cameroon,6,NA,NA,1,NA,NA,Pavel Sadyrin,Viktor Onopko,Henri Michel,Stephen Tataw,Oleg Salenko · 15|Oleg Salenko · 41|Oleg Salenko (P) · 44|Oleg Salenko · 72|Oleg Salenko · 75|Dmitri Radchenko · 81,Roger Milla · 46,74914,"Stanford Stadium, San Francisco",Jamal Al Sharif (Referee) · Gordon Dunster (AR1) · Jan Dolstra (AR2),1994-06-28,6–1,Jamal Al Sharif,NA,Group stage,United States,1994,Russia
Brazil,Sweden,1,NA,NA,1,NA,NA,Carlos Alberto Parreira,Raí,Tommy Svensson,Jonas Thern,Romário · 46,Kennet Andersson · 23,77217,"Pontiac Silverdome, Detroit",Sandor Puhl (Referee) · Sandor Marton (AR1) · Luc Matthys (AR2),1994-06-28,1–1,Sandor Puhl,NA,Group stage,United States,1994,Draw
Germany,Korea Republic,3,NA,NA,2,NA,NA,Berti Vogts,Lothar Matthäus,Ho Kon Kim,Choi In-young,Jürgen Klinsmann · 12|Karl-Heinz Riedle · 20|Jürgen Klinsmann · 37,Hwang Sun-hong · 52|Hong Myung-bo · 63,63998,"Cotton Bowl, Dallas",Joel Quiniou (Referee) · Valentin Ivanov (AR1) · Abdel-Magid Hassan (AR2),1994-06-27,3–2,Joel Quiniou,NA,Group stage,United States,1994,Germany
Bolivia,Spain,1,NA,NA,3,NA,NA,Xavier Azkargorta Uriarte,Carlos Fernando Borja,Javier Clemente,Andoni Zubizarreta,Erwin Sánchez · 67,Pep Guardiola (P) · 19|José Luis Caminero · 66|José Luis Caminero · 70,63089,"Soldier Field, Chicago",Rodrigo Badilla (Referee) · Raimundo Calix Garcia (AR1) · Yousif Abdulla Al Ghattan (AR2),1994-06-27,1–3,Rodrigo Badilla,NA,Group stage,United States,1994,Spain
Bulgaria,Greece,4,NA,NA,0,NA,NA,Dimitar Penev,Borislav Mikhailov,Alkis Panagoulias,Stratos Apostolakis,Hristo Stoichkov (P) · 5|Hristo Stoichkov (P) · 55|Yordan Letchkov · 65|Daniel Borimirov · 90,NA,63160,"Soldier Field, Chicago",Ali Bujsaim (Referee) · Yousif Abdulla Al Ghattan (AR1) · Raimundo Calix Garcia (AR2),1994-06-26,4–0,Ali Bujsaim,NA,Group stage,United States,1994,Bulgaria
United States,Romania,0,NA,NA,1,NA,NA,Bora Milutinovic,Tony Meola,Anghel Iordanescu,Gheorghe Hagi,NA,Dan Petrescu · 18,93869,"Rose Bowl, Los Angeles",Mario Van Der Ende (Referee) · Jan Dolstra (AR1) · Gordon Dunster (AR2),1994-06-26,0–1,Mario Van Der Ende,NA,Group stage,United States,1994,Romania
Switzerland,Colombia,0,NA,NA,2,NA,NA,Roy Hodgson,Alain Geiger,Francisco Maturana,Carlos Valderrama,NA,Hernán Gaviria · 44|John Harold Lozano · 90,83401,"Stanford Stadium, San Francisco",Peter Mikkelsen (Referee) · Carl-Johan Meyer Christensen (AR1) · Douglas Micael James (AR2),1994-06-26,0–2,Peter Mikkelsen,NA,Group stage,United States,1994,Colombia
Belgium,Netherlands,1,NA,NA,0,NA,NA,Paul Van Himst,Georges Grün,Dick Advocaat,Ronald Koeman,Philippe Albert · 65,NA,62387,"Citrus Bowl, Orlando",Renato Marsiglia (Referee) · Paulo Jorge Alves (AR1) · Michal Listkiewicz (AR2),1994-06-25,1–0,Renato Marsiglia,NA,Group stage,United States,1994,Belgium
Saudi Arabia,Morocco,2,NA,NA,1,NA,NA,Jorge Solari,Mohamed Al-Jawad,Abdellah Blinda,Khalil Azmi,Sami Al-Jaber (P) · 7|Fuad Anwar · 45,Mohammed Chaouch · 26,76322,"Giants Stadium, New York/New Jersey",Philip Don (Referee) · Roy Pearson (AR1) · Tapio Yli-Karro (AR2),1994-06-25,2–1,Philip Don,NA,Group stage,United States,1994,Saudi Arabia
Argentina,Nigeria,2,NA,NA,1,NA,NA,Alfio Basile,Diego Maradona,Clemens Westerhof,Peter Rufai,Claudio Caniggia · 21|Claudio Caniggia · 28,Samson Siasia · 8,54453,"Foxboro Stadium, Boston",Bo Karlsson (Referee) · Mikael Everstig (AR1) · Luc Matthys (AR2),1994-06-25,2–1,Bo Karlsson,NA,Group stage,United States,1994,Argentina
Mexico,Republic of Ireland,2,NA,NA,1,NA,NA,Miguel Mejia Baron,Ignacio Ambríz,Jack Charlton,Andy Townsend,Luis García Postigo · 42|Luis García Postigo · 65,John Aldridge · 84,60790,"Citrus Bowl, Orlando",Kurt Roethlisberger (Referee) · Michal Listkiewicz (AR1) · Paulo Jorge Alves (AR2),1994-06-24,2–1,Kurt Roethlisberger,NA,Group stage,United States,1994,Mexico
Brazil,Cameroon,3,NA,NA,0,NA,NA,Carlos Alberto Parreira,Raí,Henri Michel,Stephen Tataw,Romário · 39|Márcio Santos · 66|Bebeto · 73,Rigobert Song · 63,83401,"Stanford Stadium, San Francisco",Arturo Brizio Carter (Referee) · Douglas Micael James (AR1) · Carl-Johan Meyer Christensen (AR2),1994-06-24,3–0,Arturo Brizio Carter,NA,Group stage,United States,1994,Brazil
Sweden,Russia,3,NA,NA,1,NA,NA,Tommy Svensson,Jonas Thern,Pavel Sadyrin,Dmitri Kharine,Tomas Brolin (P) · 37|Martin Dahlin · 59|Martin Dahlin · 81,Oleg Salenko (P) · 4|Sergei Gorlukovich · 49,71528,"Pontiac Silverdome, Detroit",Joel Quiniou (Referee) · Mohammad Fanaei (AR1) · Abdel-Magid Hassan (AR2),1994-06-24,3–1,Joel Quiniou,NA,Group stage,United States,1994,Sweden
Italy,Norway,1,NA,NA,0,NA,NA,Arrigo Sacchi,Franco Baresi,Egil Olsen,Rune Bratseth,Gianluca Pagliuca · 21|Dino Baggio · 69,NA,74624,"Giants Stadium, New York/New Jersey",Hellmut Krug (Referee) · Tapio Yli-Karro (AR1) · Roy Pearson (AR2),1994-06-23,1–0,Hellmut Krug,NA,Group stage,United States,1994,Italy
Korea Republic,Bolivia,0,NA,NA,0,NA,NA,Ho Kon Kim,Choi In-young,Xavier Azkargorta Uriarte,Carlos Fernando Borja,NA,Luis Cristaldo · 82,54453,"Foxboro Stadium, Boston",Leslie Mottram (Referee) · Luc Matthys (AR1) · Mikael Everstig (AR2),1994-06-23,0–0,Leslie Mottram,NA,Group stage,United States,1994,Draw
Romania,Switzerland,1,NA,NA,4,NA,NA,Anghel Iordanescu,Gheorghe Hagi,Roy Hodgson,Alain Geiger,Gheorghe Hagi · 35|Ion Vlădoiu · 73,Alain Sutter · 16|Stéphane Chapuisat · 52|Adrian Knup · 65|Adrian Knup · 72,61428,"Pontiac Silverdome, Detroit",Neji Jouini (Referee) · Abdel-Magid Hassan (AR1) · Mohammad Fanaei (AR2),1994-06-22,1–4,Neji Jouini,NA,Group stage,United States,1994,Switzerland
United States,Colombia,2,NA,NA,1,NA,NA,Bora Milutinovic,Tony Meola,Francisco Maturana,Carlos Valderrama,Andrés Escobar (OG) · 35|Earnie Stewart · 52,Adolfo Valencia · 90,93869,"Rose Bowl, Los Angeles",Fabio Baldas (Referee) · Domenico Ramicone (AR1) · El Jilali Mohamed Rharib (AR2),1994-06-22,2–1,Fabio Baldas,NA,Group stage,United States,1994,United States
Argentina,Greece,4,NA,NA,0,NA,NA,Alfio Basile,Diego Maradona,Alkis Panagoulias,Dimitris Saravakos,Gabriel Batistuta · 2|Gabriel Batistuta · 44|Diego Maradona · 60|Gabriel Batistuta (P) · 90,NA,54456,"Foxboro Stadium, Boston",Arturo Angeles (Referee) · Hae-Yong Park (AR1) · Jan Dolstra (AR2),1994-06-21,4–0,Arturo Angeles,NA,Group stage,United States,1994,Argentina
Germany,Spain,1,NA,NA,1,NA,NA,Berti Vogts,Lothar Matthäus,Javier Clemente,Andoni Zubizarreta,Jürgen Klinsmann · 48,Ion Andoni Goikoetxea · 14,63113,"Soldier Field, Chicago",Ernesto Filippi (Referee) · Venancio Zarate (AR1) · Ernesto Taibi (AR2),1994-06-21,1–1,Ernesto Filippi,NA,Group stage,United States,1994,Draw
Nigeria,Bulgaria,3,NA,NA,0,NA,NA,Clemens Westerhof,Peter Rufai,Dimitar Penev,Borislav Mikhailov,Rashidi Yekini · 21|Daniel Amokachi · 43|Emmanuel Amunike · 55,NA,44132,"Cotton Bowl, Dallas",Rodrigo Badilla (Referee) · Gordon Dunster (AR1) · Eugene Brazzale (AR2),1994-06-21,3–0,Rodrigo Badilla,NA,Group stage,United States,1994,Nigeria
